Business_Name,Address Line 1,Address Line 2,Address Line 3,Address_Line_4,Town,County,Post Code,UPRN,Zone Description,Resident RP,Visitor VP,Essential Visitor EVP,Business BP,Additional Info,,,,,,,,,,,,,,,,,,,,,,,,
,46 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208352,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,48 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208353,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,50 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208354,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,52 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208355,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,54 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208356,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,56 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208357,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,58 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208358,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,60 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208359,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,62 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208360,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,64 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208361,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,66 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208362,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,68 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208363,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,70 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208364,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,72 Highfield,Clyst Road,,,Exeter,,EX3 0DA,100040208365,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Highfield,Clyst Road,,,Exeter,,EX3 0DA,100041225929,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Caravan,Highfield Farm,Clyst Road,,Exeter,,EX3 0DA,10013046563,Exeter S1,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Caravan Highfield Farm,Clyst Road,,,Exeter,,EX3 0DA,10013047976,Exeter S1,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Castle View - 32 Highfield,Clyst Road,,,Exeter,,EX3 0DA,10013047977,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Lavender Cottage,Clyst Road,,,Exeter,,EX3 0DB,10013040472,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Cotts Cottage,Clyst Road,,,Exeter,,EX3 0DB,10013040473,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Mellbury Ltd,Clyst Works,Clyst Road,,Exeter,,EX3 0DB,10013040474,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Springfield,Clyst Road,,,Exeter,,EX3 0DB,10013040475,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Bramble Cottage,Clyst Road,,,Exeter,,EX3 0DB,10013040476,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Petervale,Clyst Road,,,Exeter,,EX3 0DB,10013040477,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Newcourt Barton,Clyst Road,,,Exeter,,EX3 0DB,10013040478,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Little Newcourt,Clyst Road,,,Exeter,,EX3 0DB,10013040479,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Flat,Madina Lodge,Clyst Road,,Exeter,,EX3 0DB,10013040480,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Juali,Clyst Road,,,Exeter,,EX3 0DB,10013040481,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm Cottage,Clyst Road,,,Exeter,,EX3 0DB,10013040482,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Sunnycourt,Clyst Road,,,Exeter,,EX3 0DB,10013040483,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Plastering South West,Clyst Works,Clyst Road,,Exeter,,EX3 0DB,10013040484,Exeter S1,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,March Winds,Clyst Road,,,Exeter,,EX3 0DB,10013040485,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Tile Trends,Clyst Works,Clyst Road,,Exeter,,EX3 0DB,10013040487,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Green Mead,Clyst Road,,,Exeter,,EX3 0DB,10013040489,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Dawn View,Clyst Road,,,Exeter,,EX3 0DB,10013040490,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Warren Associates (pipelines) Ltd,Clyst Works Depot,Clyst Road,,Exeter,,EX3 0DB,10013040491,Exeter S1,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Coolit Refrigeration Ltd,Penguin House,Clyst Road,,Exeter,,EX3 0DB,10013040492,Exeter S1,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Whitegates,Clyst Road,,,Exeter,,EX3 0DB,10013040493,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Broad Oak,Clyst Road,,,Exeter,,EX3 0DB,10013040495,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Garrett,Clyst Road,,,Exeter,,EX3 0DB,10013040496,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Medina Lodge,Clyst Road,,,Exeter,,EX3 0DB,10013040497,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Anns Plat,Clyst Road,,,Exeter,,EX3 0DB,10013040498,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,M J Stevens,Clyst Works,Clyst Road,,Exeter,,EX3 0DB,10013040499,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Woodstock,Clyst Road,,,Exeter,,EX3 0DB,10013040500,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Redwoods Chartered Certified Accountants,Clyst Works,2 Clyst Road,,Exeter,,EX3 0DB,10013042447,Exeter S1,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Clyst Road,,,,Exeter,,EX3 0DE,10013036527,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Clyst Road,,,,Exeter,,EX3 0DE,10013036528,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Clyst Road,,,,Exeter,,EX3 0DE,10013036532,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Clyst Road,,,,Exeter,,EX3 0DE,10013036533,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 Clyst Road,,,,Exeter,,EX3 0DE,10013036534,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 Clyst Road,,,,Exeter,,EX3 0DE,10013036535,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,7 Clyst Road,,,,Exeter,,EX3 0DE,10013036536,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 Clyst Road,,,,Exeter,,EX3 0DE,10013036537,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Gold Crest,Clyst Road,,,Exeter,,EX3 0DE,10013040486,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower House,Clyst Road,,,Exeter,,EX3 0DZ,100040208335,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 Clyst Road,,,,Exeter,,EX3 0NS,10013036529,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Clyst Road,,,,Exeter,,EX3 0NS,10013036530,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 Clyst Road,,,,Exeter,,EX3 0NS,10013036531,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Cottage,Clyst Road,,,Exeter,,EX3 0NS,10013040488,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Manor House,Clyst Road,,,Exeter,,EX3 0NS,10013040494,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Sandygate,,,,Exeter,,TQ12 3PU,100040326641,Exeter S1,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Roman House,Sandygate,,,Exeter,,TQ12 3PU,100040326647,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,The Caravan,Roman House,Sandygate,,Exeter,,TQ12 3PU,10032969013,Exeter S1,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Elgeer,Sandygate,,,Exeter,,TQ13 0BA,200001795929,Exeter S1,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,The Ballroom South Grange,Clyst Heath,,,Exeter,,,10023118690,Exeter S1,YES,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,36 Polsloe Road,,,,Exeter,,EX1 2DN,100040229180,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,37 Polsloe Road,,,,Exeter,,EX1 2DN,100040229182,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,39 Polsloe Road,,,,Exeter,,EX1 2DN,100040229186,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,40 Polsloe Road,,,,Exeter,,EX1 2DN,100040229188,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Maisonette 1/2 Floors,22 Polsloe Road,,,Exeter,,EX1 2DN,100041124389,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Ground Floor Flat,22 Polsloe Road,,,Exeter,,EX1 2DN,100041124476,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,41 Polsloe Road,,,,Exeter,,EX1 2DR,100040229189,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,42 Polsloe Road,,,,Exeter,,EX1 2DR,100040229190,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,43 Polsloe Road,,,,Exeter,,EX1 2DR,100040229191,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,44 Polsloe Road,,,,Exeter,,EX1 2DR,100040229192,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,45 Polsloe Road,,,Exeter,,EX1 2DR,100040229193,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,45 Polsloe Road,,,Exeter,,EX1 2DR,100040229194,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 3,45 Polsloe Road,,,Exeter,,EX1 2DR,100040229195,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 4,45 Polsloe Road,,,Exeter,,EX1 2DR,100040229196,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flt 1st Flr,46 Polsloe Road,,,Exeter,,EX1 2DR,100040229198,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flt Grnd Flr,46 Polsloe Road,,,Exeter,,EX1 2DR,100040229200,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flt 2nd Flr,46 Polsloe Road,,,Exeter,,EX1 2DR,100041124550,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 5,45 Polsloe Road,,,Exeter,,EX1 2DR,100041124674,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,45 Polsloe Road,,,,Exeter,,EX1 2DR,100041225537,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46 Polsloe Road,,,,Exeter,,EX1 2DR,100041225538,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46a Polsloe Road,,,,Exeter,,EX1 2DR,10013048383,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,House,48 Polsloe Road,,,Exeter,,EX1 2DS,100040229205,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Basement Flat,48 Polsloe Road,,,Exeter,,EX1 2DS,100040229206,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,50 Polsloe Road,,,,Exeter,,EX1 2DS,100040229207,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,51 Polsloe Road,,,,Exeter,,EX1 2DS,100040229208,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,52 Polsloe Road,,,,Exeter,,EX1 2DS,100040229210,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,53 Polsloe Road,,,,Exeter,,EX1 2DS,100040229212,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,54 Polsloe Road,,,,Exeter,,EX1 2DS,100040229213,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,55 Polsloe Road,,,,Exeter,,EX1 2DS,100040229214,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,56b Polsloe Road,,,,Exeter,,EX1 2DS,100040229216,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,56d Polsloe Road,,,,Exeter,,EX1 2DS,100040229218,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,City Heights,49 Polsloe Road,,,Exeter,,EX1 2DS,100041045753,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,47 Polsloe Road,,,,Exeter,,EX1 2DS,100041124368,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 6,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039017,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 8,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039018,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 5,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039019,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 3,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039020,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039021,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 10,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039022,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039023,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 7,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039024,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 9,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013039025,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Attitude,51 Polsloe Road,,,Exeter,,EX1 2DS,10013039026,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Second Floor Flat,47 Polsloe Road,,,Exeter,,EX1 2DS,10013042935,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Third Floor Flat,47 Polsloe Road,,,Exeter,,EX1 2DS,10013042936,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Basement Flat,52a Polsloe Road,,,Exeter,,EX1 2DS,10013042977,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 4,City Heights,49 Polsloe Road,,Exeter,,EX1 2DS,10013046147,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,First Floor Flat,47 Polsloe Road,,,Exeter,,EX1 2DS,10013047562,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,G F Flat,47 Polsloe Road,,,Exeter,,EX1 2DS,10013047574,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 8,52 Polsloe Road,,,Exeter,,EX1 2DS,10013048395,Exeter S2,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 7,52 Polsloe Road,,,Exeter,,EX1 2DS,10013048396,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 9,52 Polsloe Road,,,Exeter,,EX1 2DS,10023119714,Exeter S2,Blocked,Blocked,Blocked,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,
,Basement Flat,53a Polsloe Road,,,Exeter,,EX1 2DS,100040229211,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,1 North Avenue,,,,Exeter,,EX1 2DU,100040225975,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2a North Avenue,,,,Exeter,,EX1 2DU,100040225976,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2b North Avenue,,,,Exeter,,EX1 2DU,100040225977,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,2 North Avenue,,,,Exeter,,EX1 2DU,100040225978,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,3 North Avenue,,,,Exeter,,EX1 2DU,100040225979,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,4 North Avenue,,,,Exeter,,EX1 2DU,100040225980,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,5 North Avenue,,,,Exeter,,EX1 2DU,100040225981,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,6 North Avenue,,,,Exeter,,EX1 2DU,100040225982,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1 - Ground Floor Front,7 North Avenue,,,Exeter,,EX1 2DU,100040225983,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,Garden Cottage,7 North Avenue,,Exeter,,EX1 2DU,100040225984,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,8 North Avenue,,,,Exeter,,EX1 2DU,100040225987,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,9 North Avenue,,,,Exeter,,EX1 2DU,100040225988,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,10 North Avenue,,,,Exeter,,EX1 2DU,100040225989,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,11 North Avenue,,,,Exeter,,EX1 2DU,100040225990,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,12 North Avenue,,,,Exeter,,EX1 2DU,100040225991,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,13 North Avenue,,,,Exeter,,EX1 2DU,100040225992,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,14 North Avenue,,,,Exeter,,EX1 2DU,100040225993,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Garden Flat,15 North Avenue,,,Exeter,,EX1 2DU,100040225996,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,16 North Avenue,,,,Exeter,,EX1 2DU,100040225997,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,17 North Avenue,,,,Exeter,,EX1 2DU,100040225998,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,18 North Avenue,,,,Exeter,,EX1 2DU,100040225999,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,19 North Avenue,,,,Exeter,,EX1 2DU,100040226000,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,20 North Avenue,,,,Exeter,,EX1 2DU,100040226001,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,21 North Avenue,,,,Exeter,,EX1 2DU,100040226002,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,22 North Avenue,,,,Exeter,,EX1 2DU,100040226003,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,23 North Avenue,,,,Exeter,,EX1 2DU,100040226004,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,24 North Avenue,,,,Exeter,,EX1 2DU,100040226005,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,25 North Avenue,,,,Exeter,,EX1 2DU,100040226006,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,26 North Avenue,,,,Exeter,,EX1 2DU,100040226007,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Top Floor Flat,15 North Avenue,,,Exeter,,EX1 2DU,100041124462,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,46a North Avenue,,,,Exeter,,EX1 2DU,100041124463,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 1,12 North Avenue,,,Exeter,,EX1 2DU,100041124523,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 2,12 North Avenue,,,Exeter,,EX1 2DU,100041124524,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 3,12 North Avenue,,,Exeter,,EX1 2DU,100041124525,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 5,Garden Cottage,7 North Avenue,,Exeter,,EX1 2DU,100041124526,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Garden Cottage,7 North Avenue,,,Exeter,,EX1 2DU,100041124824,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,15 North Avenue,,,,Exeter,,EX1 2DU,100041225468,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Flat 3 2nd Flr,7 North Avenue,,,Exeter,,EX1 2DU,10013042978,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,Garden Cottage Flat 4,7 North Avenue,,,Exeter,,EX1 2DU,10013042979,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,38 Polsloe Road,,,,Exeter,,EX1 2DW,100041045752,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,26 East Avenue,,,,Exeter,,EX1 2DX,100040211156,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,27 East Avenue,,,,Exeter,,EX1 2DX,100040211157,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,28 East Avenue,,,,Exeter,,EX1 2DX,100040211158,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,29 East Avenue,,,,Exeter,,EX1 2DX,100040211159,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,30 East Avenue,,,,Exeter,,EX1 2DX,100040211160,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,31 East Avenue,,,,Exeter,,EX1 2DX,100040211161,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,32 East Avenue,,,,Exeter,,EX1 2DX,100040211162,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33a East Avenue,,,,Exeter,,EX1 2DX,100040211163,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,33 East Avenue,,,,Exeter,,EX1 2DX,100040211164,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,34 East Avenue,,,,Exeter,,EX1 2DX,100040211165,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,35 East Avenue,,,,Exeter,,EX1 2DX,100040211166,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,36 East Avenue,,,,Exeter,,EX1 2DX,100040211167,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,37 East Avenue,,,,Exeter,,EX1 2DX,100040211168,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,38 East Avenue,,,,Exeter,,EX1 2DX,100040211169,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
,39 East Avenue,,,,Exeter,,EX1 2DX,100040211170,Exeter S2,YES,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,
