Business_Name,Address_Line_1,Address_Line_2,Address_Line_3,Address_Line_4,Town,County,Post_Code,UPRN,Zone Description,Blocked,Car Free,Standard Residential,Standard Visitor,Essential Visitor,Resident Barnstaple K1,Standard Business,Charity Business,Guesthouse
,10 Salem Street,,,,Barnstaple,,EX32 8JF,100041228412,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,2 Salem Street,,,,Barnstaple,,EX32 8JF,100040253056,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,4 Salem Street,,,,Barnstaple,,EX32 8JF,100040253058,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,Marlborough House,Higher Church Street,,Barnstaple,,EX32 8JE,10000489557,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,9a Salem Street,,,,Barnstaple,,EX32 8JF,100040253063,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5a Salem Street,,,,Barnstaple,,EX32 8JF,10012113389,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,First Floor Flat,19 Salem Street,,,Barnstaple,,EX32 8JF,10012103882,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,6 Salem Street,,,,Barnstaple,,EX32 8JF,100040253060,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,16 Salem Street,,,,Barnstaple,,EX32 8JF,100040253074,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,17 Salem Street,,,,Barnstaple,,EX32 8JF,100040253075,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,First Floor Flat,10 Salem Street,,,Barnstaple,,EX32 8JF,10012092471,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Salem Street,,,,Barnstaple,,EX32 8JF,100040253059,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,13 Salem Street,,,,Barnstaple,,EX32 8JF,100040253071,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,20 Salem Street,,,,Barnstaple,,EX32 8JF,100040253078,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat B,9 Salem Street,,,Barnstaple,,EX32 8JF,100040253064,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5b Salem Street,,,,Barnstaple,,EX32 8JF,10012113573,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat C,9 Salem Street,,,Barnstaple,,EX32 8JF,100040253065,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,19 Salem Street,,,,Barnstaple,,EX32 8JF,100040253077,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,14 Salem Street,,,,Barnstaple,,EX32 8JF,100040253072,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,15 Salem Street,,,,Barnstaple,,EX32 8JF,100040253073,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,12 Salem Street,,,,Barnstaple,,EX32 8JF,100040253070,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,21 Salem Street,,,,Barnstaple,,EX32 8JF,100040253079,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Second Floor Flat,10 Salem Street,,,Barnstaple,,EX32 8JF,10012092472,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,33 Azes Lane,,,,Barnstaple,,EX32 8BQ,100040242667,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,32 Azes Lane,,,,Barnstaple,,EX32 8BQ,100040242666,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,34 Azes Lane,,,,Barnstaple,,EX32 8BQ,100040242668,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat A,9 Salem Street,,,Barnstaple,,EX32 8JF,10000486490,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,3 Salem Street,,,,Barnstaple,,EX32 8JF,100040253057,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Ground Floor Flat,19 Salem Street,,,Barnstaple,,EX32 8JF,10000489414,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 Salem Street,,,,Barnstaple,,EX32 8JF,100040253055,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,9 Salem Street,,,,Barnstaple,,EX32 8JF,100041137128,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,17 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252485,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,9 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252477,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252473,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,10 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252478,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,12 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252480,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,6 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092481,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Top Flat,2 Summerland Place,Pulchrass Street,,Barnstaple,,EX32 8JG,10012112858,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,22 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252490,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,29 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252497,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,18 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252486,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Top Flat,4 Summerland Place,Pulchrass Street,,Barnstaple,,EX32 8JG,10090334105,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,14 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252482,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,16 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252484,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,2 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092477,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,4 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092479,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,20 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252488,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,27 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252495,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092480,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,19 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252487,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,28 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252496,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Summerland House,21 Pulchrass Street,,,Barnstaple,,EX32 8JS,100040252489,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,7 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092474,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Ground Floor Flat,4 Summerland Place,Pulchrass Street,,Barnstaple,,EX32 8JG,10090335351,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,3 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092478,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,15 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252483,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092476,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,13 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252481,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Annexe,29 Pulchrass Street,,,Barnstaple,,EX32 8JS,10012114366,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,7 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252475,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,8 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252476,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Ground Floor,27 Pulchrass Street,,,Barnstaple,,EX32 8JS,10012101946,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,First And Second Floor,27 Pulchrass Street,,,Barnstaple,,EX32 8JS,10012101947,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,4 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252472,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,11 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252479,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,8 Summerland Place,Pulchrass Street,,,Barnstaple,,EX32 8JG,10012092475,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,25 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252493,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,26 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252494,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,10 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485578,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,6 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485596,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,7 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485598,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,12 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485583,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,3 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485591,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,4 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485593,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,6 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000485696,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,14 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485587,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,7 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242877,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Trinity Place,Barbican Terrace,,,,,,10000490005,Barnstaple B,-,-,No,No,No,No,No,No,No
,2 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242897,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,9 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092611,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,3 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000485690,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,14 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242884,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Wrentham House,Barbican Road,,,Barnstaple,,EX32 9HW,10012103126,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Chester Terrace,Barbican Road,,,,,,10012109276,Barnstaple B,-,-,No,No,No,No,No,No,No
,Flat 2,6 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242904,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Room 2,14 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100041137436,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000486721,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Pear Tree Cottage,Barbican Road,,,Barnstaple,,EX32 9HJ,100040242888,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,The Old Nurseries,Barbican Road,,,Barnstaple,,EX32 9HW,100040242890,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
Taw Service Station,Taw Service Station,Barbican Road,,,Barnstaple,,EX32 9HW,10012102576,Barnstaple B,-,-,No,No,No,No,Yes,No,No
,Flat 1,5 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242900,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Room 6,14 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100041137440,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000485688,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,11 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485581,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,10 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242880,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,3 Alma Terrace,Barbican Road,,,Barnstaple,,EX32 9HW,100041137479,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Tommy Dogs,Rastrick House,Barbican Road,,Barnstaple,,EX32 9HW,10090335784,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,5 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242901,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,7 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100041137392,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,The Old Vicarage,Barbican Terrace,,,Barnstaple,,EX32 9HQ,100041137443,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485575,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485595,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,8 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242878,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,9 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242879,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242896,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Rose Cottage,6 Alma Terrace,Barbican Road,,Barnstaple,,EX32 9HW,100041137398,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,4 Alma Terrace,Barbican Road,,,Barnstaple,,EX32 9HW,100041137481,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Annexe,2 The Old Nurseries,Barbican Road,,Barnstaple,,EX32 9HW,10012110091,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,6 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242903,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,9 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242910,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,15 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242917,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,2 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000485689,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,8 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000486924,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,11 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242881,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,8 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242909,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,15 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242918,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Room 1,14 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100041137435,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092607,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,1 Alma Terrace,Barbican Road,,,Barnstaple,,EX32 9HW,100041137477,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Office Rear Of,1 Chester Terrace,Barbican Road,,Barnstaple,,EX32 9HL,10090335517,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Publishing House,Trinity Place,Barbican Terrace,,Barnstaple,,EX32 9HG,10000489458,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,First Floor Flat,7 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242906,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,8 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485686,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,6 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092608,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 7,1 Barbican Terrace,,,Barnstaple,,EX32 9HQ,10012111702,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,13 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485585,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,4 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242899,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,12 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242913,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,13 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242914,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000485693,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Glengarry,Barbican Road,,,Barnstaple,,EX32 9HJ,100040242885,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,2 Alma Terrace,Barbican Road,,,Barnstaple,,EX32 9HW,100041137478,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,6 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242905,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Tower View,Barbican Road,,,Barnstaple,,EX32 9HJ,100040242892,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,1 Chester Terrace,Barbican Road,,Barnstaple,,EX32 9HL,10012103806,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,7 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242908,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Mulberry Lodge,Barbican Terrace,,,Barnstaple,,EX32 9HH,100040242919,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,4 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000485691,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 The Old Nurseries,Barbican Road,,,Barnstaple,,EX32 9HW,100041137475,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Mulberry House,Barbican Terrace,,,Barnstaple,,EX32 9HH,100040242887,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Top Flat,7 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242907,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Room 3,14 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100041137437,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,3 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092605,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 1,1 Barbican Terrace,,,Barnstaple,,EX32 9HQ,10012111696,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,The Coach House,Barbican Terrace,,,Barnstaple,,EX32 9HH,10090335923,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100041137390,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,8 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092610,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 5,1 Barbican Terrace,,,Barnstaple,,EX32 9HQ,10012111700,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Orchard House,Barbican Terrace,,,Barnstaple,,EX32 9HH,10090335126,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Trinity Cottage,4 Trinity Place,Barbican Terrace,,Barnstaple,,EX32 9HG,10012092606,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 2,1 Barbican Terrace,,,Barnstaple,,EX32 9HQ,10012111697,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Interface Drop In,Holy Trinity Hall,Barbican Terrace,,Barnstaple,,EX32 9HQ,10090334698,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 5,14 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100041137439,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,10 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092603,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 3,1 Barbican Terrace,,,Barnstaple,,EX32 9HQ,10012111698,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,9 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485687,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,13 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242883,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Alma Terrace,Barbican Road,,,Barnstaple,,EX32 9HW,100041137480,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1a,1 Chester Terrace,Barbican Road,,Barnstaple,,EX32 9HL,10012103807,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,10 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242911,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,First Floor Flat,15 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242916,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,7 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092609,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 4,14 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100041137438,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,2 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092604,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,2 Chester Terrace,Barbican Road,,,Barnstaple,,EX32 9HL,10000485589,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,2 The Old Nurseries,Barbican Road,,,Barnstaple,,EX32 9HW,100040242895,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Lynmouth Cottage,Barbican Road,,,Barnstaple,,EX32 9HW,10012110024,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Little Wrentham House,Barbican Road,,,Barnstaple,,EX32 9HW,10012110090,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,5 Barbican Terrace,,,Barnstaple,,EX32 9HQ,100040242902,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,15 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100041137389,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,6 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100041137391,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 Trinity Place,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012092602,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Room 4,1 Barbican Terrace,,,Barnstaple,,EX32 9HQ,10012111699,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Room 6,1 Barbican Terrace,,,Barnstaple,,EX32 9HQ,10012111701,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,7 Carlton Terrace,Barbican Road,,,Barnstaple,,EX32 9HN,10000485698,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,12 Barbican Road,,,,Barnstaple,,EX32 9HW,100040242882,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Rastrick House,Barbican Road,,,Barnstaple,,EX32 9HW,100040242889,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Alma Terrace,Barbican Road,,,Barnstaple,,EX32 9HW,100041228291,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,Holy Trinity Hall,Barbican Terrace,,,Barnstaple,,EX32 9HG,10012111885,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,6 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252474,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,23 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252491,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,24 Pulchrass Street,,,,Barnstaple,,EX32 8JS,100040252492,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,3 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242898,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,11 Barbican Terrace,,,,Barnstaple,,EX32 9HQ,100040242912,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,14 Barbican Terrace,,,,,,,100040242915,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,1 Bedford Street,,,,Barnstaple,,EX32 8JR,100040243268,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,5 Bedford Street,,,,Barnstaple,,EX32 8JR,100040243277,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 4,3 Bedford Street,,,Barnstaple,,EX32 8JR,100040243274,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,2 Bedford Street,,,,Barnstaple,,EX32 8JR,100041137132,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,The Samptins,3 Bedford Street,,,Barnstaple,,EX32 8JR,10000485007,Barnstaple B,Yes,-,No,No,No,No,No,No,No
,6 Bedford Street,,,,Barnstaple,,EX32 8JR,100040243278,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
On A Hill Garage,On A Hill Garage,Bedford Street,,,Barnstaple,,EX32 8JR,100041137103,Barnstaple B,-,-,No,No,No,No,No,No,No
,Flat 2,3 Bedford Street,,,Barnstaple,,EX32 8JR,100040243272,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 3,3 Bedford Street,,,Barnstaple,,EX32 8JR,100040243273,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,3 Bedford Street,,,,Barnstaple,,EX32 8JR,100041137253,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
,The Flat,4 Bedford Street,,,Barnstaple,,EX32 8JR,10012113738,Barnstaple B,-,-,Yes,Yes,Yes,No,No,No,No
